"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Iceland","ISL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6391586959.75211","6646208747.42175","7283499505.32037","7870616701.21986","8198700509.48308","8377672401.52519","9087577046.44359","9375292903.83657","9457360502.23302","10393946238.7606","11074925909.5813","12044114033.4789","12902914611.3145","13879915595.1021","13343517425.2325","12659835460.3242","13059433954.0833","13471498420.0286","14378252058.9283","15058763610.4313","16276450019.0689","17939410954.5851","19106258173.1223","20569785520.9075","21681631010.0101","20235705128.5968",
"Israel","ISR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110728042599.977","118493192750.589","125234339678.288","131947300500.836","138642273202.876","157214843087.165","160816211272.003","166121248132.947","159795156824.776","171959481939.6","172243340148.084","181326489576.902","197446858633.966","200719628775.821","205786459875.461","219755193539.061","236754802253.012","250707854257.44","275250497582.279","281527352262.608","297285533235.217","322994425250.448","338372060646.654","358359661593.861","379793479343.725","385772706337.355",
"Italy","ITA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1054559614152.73","1106994861912.16","1141666988671.41","1158750261742.25","1208951381918.84","1269933499103.68","1307916358197.61","1357832578814.3","1423810393003.82","1457193715148.05","1542230975725.8","1597887676848.86","1639680554324.34","1671644588912.7","1703460126441.23","1746657911754.7","1884456710650.24","1992733882551.54","2089717925618.93","2046377772443.9","2085693278915.37","2173169963370.93","2172383785077.79","2187377576803.98","2200255257934.9","2240921139199.72","2420671363968.59","2517184209191.25","2605604157045.22","2678904619803","2491739787697.55",
"Jamaica","JAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11525745251.5262","12492019705.6012","13026555463.5416","14591130682.192","15108875759.8851","15788191065.0051","16058982899.5962","16159722979.4259","15960100463.3245","16360156939.7652","16872854997.5817","17474853987.2701","18105809166.547","19118195450.3434","19892783422.9377","20695771853.1773","21940221747.5853","22852210774.9206","23107608374.1713","22272019167.2491","22203226227.1507","23059255170.7083","23269052381.302","24136041839.9217","24568341334.6002","25418047671.9003","26720444470.3245","28040446746.5718","29256359453.0386","30044342031.9727","27306622693.7094",
"Jordan","JOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15640441597.818","16429453133.8094","19215183018.671","20553267926.5833","22035788118.8725","23892920567.0696","24838172469.9251","26118779736.2188","27208349486.6004","28536735234.0235","30413339069.5785","32718358526.3686","35158185254.8024","37301445215.9817","41587409068.1872","46376323557.6834","51646570505.6148","57370086831.8191","62715905413.5377","66368704464.8848","68696293678.2566","72050912802.1938","74340200743.3286","79416620026.0514","81884118369.6983","87705168918.814","90248991241.283","97893384208.996","102182592619.634","106040522903.032","105659957048.379",
"Japan","JPN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2416532192757.19","2583631119477.03","2664920011186.88","2713930306712.9","2851756577576.63","2988456486074.4","3140144843039.72","3225655849986.62","3221118178199.26","3258971755243.63","3460607140930.36","3550872177373.7","3647933229747.3","3755614110489.95","3940077550775.75","4110440479265.64","4297284620921.25","4479299630054.44","4517267516318.56","4298203354916.01","4527142931304.96","4629400479632.82","4799612889015.1","5021591088716.88","5034454618847.27","5199915217476.25","5158900389806.61","5262254961496.86","5363113020367.04","5416302285613.22","5166000210277.72",
"Kazakhstan","KAZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135124515124.673","124327752581.076","120421533834.717","111934547288.13","99919896306.5815","93649877714.5458","95841399769.1126","99213641684.7431","98424035540.7887","102540902534.827","115106829629.083","133511879622.689","148914845814.547","165786607544.418","186593928429.762","211069625230.693","240724925596.636","269191509198.355","283483750660.42","289072627667.141","313789244539.423","344049455918.982","369966257833.272","417452192395.491","427478309972.205","407416193706.814","423833478989.461","448472613650.923","478069211018.743","508500627079.684","501278877621.765",
"Kenya","KEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35006315639.5971","36710685563.4218","37247100858.7669","38264657696.7621","40110709065.831","42756215389.8618","45344563121.1787","46374592123.8223","48439544262.2706","50271759078.1005","51703788258.7551","54835094420.6045","56007069845.6159","58720068892.9168","63378878336.422","69213282885.4898","75923212949.1835","83303737625.8356","85121369079.3788","88606663756.8586","97173951008.9238","105263452370.172","112204258119.628","125971868773.42","141100869455.549","160965881099.335","178315878677.906","203206547190.571","221233277620.344","237265361349.19","239400907871.692",
"Kyrgyz Republic","KGZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11174326387.0019","10634516102.1763","9371743946.67833","8110735762.59827","6620092967.43689","6392318517.26846","6970515568.11723","7798663092.41751","8053775872.21069","8468736633.52562","9129340048.13159","9826070516.84495","9979766410.8225","10879736520.3682","11957722708.9396","12308557478.0083","13074519434.8195","14572681433.0727","16104295063.2556","16695427084.9748","16810323179.3687","18183659161.1761","20287689142.3113","23123731105.9622","24986584383.7428","25107317901.3392","28459201788.3159","31280403475.28","33235152785.2473","35384771004.9841","32727504400.8137",
"Cambodia","KHM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11260380274.7374","7497552261.02546","8412856105.59335","9072125780.8859","9604335894.09106","10167135112.6851","11624352502.3664","13071870191.9805","14447101551.6435","15641120651.0344","17286715656.1182","19587772827.8874","22874162700.7699","26104736362.2114","29543563153.8553","32133608684.5565","32406650490.3415","34739220891.7621","37972104979.2716","42401242881.6584","45764054823.0023","48654438003.1273","52598070985.0067","57941724641.1124","62890960721.9485","69211177545.313","75416087630.8673","73932055188.7432",
"Kiribati","KIR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91271369.3819233","94357949.4609159","97354846.3970874","100529117.19549","104446112.896424","106636244.195786","110429206.333513","114277261.746188","123141408.464147","122997492.638124","133606261.987503","134528921.253374","141832677.162962","147365114.894305","148866744.915834","161104803.785261","165898344.376981","173821467.700642","173496445.449138","176222458.509488","176628828.055312","183193721.930402","195507202.422692","207322984.077428","209684581.048759","233708257.255461","248288178.493083","255211289.64439","267384044.867144","278273624.774097","288792655.297366",
"St. Kitts and Nevis","KNA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","376599055.155013","382074854.692704","407464379.222198","445495141.695337","479131614.970807","515511707.361286","555622572.071542","604151518.6329","607977587.20753","636614418.511781","716208964.751455","770369443.520972","793257983.19118","776208120.129518","828960379.879446","937976418.992586","996799847.059593","1029724331.75009","1114015533.76167","1077070309.37803","1082981618.78585","1125819317.71496","1071905767.74454","1114932892.81002","1216092177.83739","1224877737.15076","1286876117.84307","1319637696.5544","1390840689.27712","1444748610.76391","1305153596.21245",
"Korea, Rep.","KOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358069111225.954","410076141347.132","445419835929.304","487332513228.16","543872659648.015","608664202364.969","668716334899.529","722222441420.003","692888316894.833","783492526099.428","871501091119.007","933833021178.341","1019446685620.94","1057684214921.41","1142611129466.57","1213618156671.84","1301782511590.11","1414277971823.43","1468996086974.66","1456054668409.19","1573257911865.6","1625275455251.2","1684562928828.18","1726902752731.95","1792600237630.01","1933588947770.48","2026967821102.36","2103651261121.49","2192613180992.08","2209423793034.91","2233000947793.73",
"Kuwait","KWT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59140046432.8731","81120329821.0381","89842174525.7959","96182395648.7574","98536146909.9278","102778836081.098","107741812600.975","107342052361.42","114893568377.958","117664154640.361","123128154374.4","147144148591.59","166579243101.598","189991044475.665","210450021206.569","229051287885.45","239297034148.458","224059434740.373","221297604001.787","247672823742.859","276884442786.982","275263666389.691","258670095308.753","181157353237.842","176814346747.18","206275309665.556","213860114203.078","218608335744.632","",
"Latin America & Caribbean (excluding high income)","LAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2431030895747.82","2596004289709.34","2719944963221.88","2848621291826.47","3063371840770","3154071274880.11","3333828809308.83","3564870259942.29","3690631406536.53","3759678802359.55","3985167222332.52","4085667792699.16","4186516665010.17","4374513887099.18","4733204497412.67","5081623908599.73","5541276562431.7","5999159601478.36","6401374727063.57","6385300045639.94","6890181171476.27","7426001877538.63","7654093266965.94","8000457290702.17","8265045024580.01","8235152244895.07","8453997937890.92","8897654220460.4","9260017847276.76","9527954718693.44","8995063209832.48",
"Lao PDR","LAO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4365385751.01545","4706917150.27352","5081845330.52932","5509891389.93604","6086703839.02816","6651281743.24977","7242324414.54405","7878428039.30694","8283204711.76079","9016737929.60325","9752854227.67504","10540006231.7053","11340427710.3173","12251831520.4986","13381581512.544","14779141490.8773","16538791520.2944","18273244310.4376","20086359307.7915","21757808473.7906","23888227744.287","26347634541.0467","31202113957.7343","34600073063.9711","39000303251.926","41582719416.4998","46849968684.2159","50463792572.0591","54904078195.3688","58934210741.8113","59910235640.0038",
"Lebanon","LBN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10754783393.4882","16616283725.1826","19788643210.9091","22438578483.0345","24775275264.0517","26926014318.0537","30513514071.05","31386810040.6508","32903578467.3075","33203208482.2653","34400962172.8898","36505377358.4469","38352205919.2085","40325090855.3379","44176734472.8395","46776262343.9068","48938547057.1094","54932056162.7946","61079319348.6066","67842333337.1957","74106430636.3973","76310623815.5428","82065263274.9768","88557943341.9477","94101077690.9825","98432919650.049","103935864131.959","109025778306.588","109492761585.384","103980399291.021","83876209298.6862",
